Time     	Unsubtracted	Baseline     	Program     	Sample     	Approx.     	Heat Flow
469,2	-0,312068	0	150	153,020782	0	1,480999
469,216667	-0,312209	0	150	153,020172	0	1,480999
469,233333	-0,311503	0	150	153,020782	0	1,480999
469,25	-0,312633	0	150	153,019852	0	1,480999
469,266667	-0,312492	0	150	153,018936	0	1,480999
469,283333	-0,312421	0	150	153,017715	0	1,480999
469,3	-0,313339	0	150	153,018021	0	1,480999
469,316667	-0,312845	0	150	153,01741	0	1,480999
469,333333	-0,312633	0	150	153,017105	0	1,480999
469,35	-0,312633	0	150	153,015884	0	1,480999
469,366667	-0,312068	0	150	153,015259	0	1,480999
469,383333	-0,311715	0	150	153,014343	0	1,480999
469,4	-0,311927	0	150	153,013733	0	1,480999
469,416667	-0,311715	0	150	153,012512	0	1,480999
469,433333	-0,31115	0	150	153,013428	0	1,480999
469,45	-0,310797	0	150	153,012817	0	1,480999
469,466667	-0,310655	0	150	153,013428	0	1,480999
469,483333	-0,309949	0	150	153,013123	0	1,480999
469,5	-0,310302	0	150	153,014343	0	1,480999
469,516667	-0,309949	0	150	153,013733	0	1,480999
469,533333	-0,31009	0	150	153,013733	0	1,480999
469,55	-0,310161	0	150	153,013733	0	1,480999
469,566667	-0,310797	0	150	153,015564	0	1,480999
469,583333	-0,310867	0	150	153,017105	0	1,480999
469,6	-0,311997	0	150	153,01741	0	1,480999
469,616667	-0,310938	0	150	153,018326	0	1,480999
469,633333	-0,311291	0	150	153,0168	0	1,480999
469,65	-0,311362	0	150	153,01741	0	1,480999
469,666667	-0,311432	0	150	153,0168	0	1,480999
469,683333	-0,311573	0	150	153,01741	0	1,480999
469,7	-0,312068	0	150	153,018021	0	1,480999
469,716667	-0,312703	0	150	153,020782	0	1,480999
469,733333	-0,31235	0	150	153,020782	0	1,480999
469,75	-0,311997	0	150	153,021698	0	1,480999
469,766667	-0,311644	0	150	153,021088	0	1,480999
469,783333	-0,31235	0	150	153,020782	0	1,480999
469,8	-0,312845	0	150	153,019547	0	1,480999
469,816667	-0,312703	0	150	153,020477	0	1,480999
469,833333	-0,312915	0	150	153,019852	0	1,480999
469,85	-0,312703	0	150	153,020172	0	1,480999
469,866667	-0,313057	0	150	153,019547	0	1,480999
469,883333	-0,31348	0	150	153,019241	0	1,480999
469,9	-0,313975	0	150	153,018936	0	1,480999
469,916667	-0,313127	0	150	153,018326	0	1,480999
469,933333	-0,313763	0	150	153,019852	0	1,480999
469,95	-0,312421	0	150	153,022003	0	1,480999
469,966667	-0,31348	0	150	153,024155	0	1,480999
469,983333	-0,314186	0	150	153,023224	0	1,480999
470	-0,314186	0	150	153,024765	0	1,480999
470,016667	-0,31454	0	150	153,024765	0	1,480999
470,033333	-0,314186	0	150	153,023529	0	1,480999
470,05	-0,315528	0	150	153,021698	0	1,480999
470,066667	-0,315881	0	150	153,022003	0	1,480999
470,083333	-0,314963	0	150	153,021698	0	1,480999
470,1	-0,314398	0	150	153,020477	0	1,480999
470,116667	-0,31454	0	150	153,020172	0	1,480999
470,133333	-0,315175	0	150	153,018631	0	1,480999
470,15	-0,314116	0	150	153,019547	0	1,480999
470,166667	-0,315316	0	150	153,018631	0	1,480999
470,183333	-0,315034	0	150	153,019547	0	1,480999
470,2	-0,314045	0	150	153,019241	0	1,480999
470,216667	-0,31341	0	150	153,019852	0	1,480999
470,233333	-0,313904	0	150	153,018936	0	1,480999
470,25	-0,313763	0	150	153,018631	0	1,480999
470,266667	-0,31348	0	150	153,019241	0	1,480999
470,283333	-0,313057	0	150	153,018326	0	1,480999
470,3	-0,313268	0	150	153,018326	0	1,480999
470,316667	-0,312774	0	150	153,018021	0	1,480999
470,333333	-0,313127	0	150	153,016495	0	1,480999
470,35	-0,31235	0	150	153,013733	0	1,480999
470,366667	-0,311785	0	150	153,013428	0	1,480999
470,383333	-0,312138	0	150	153,013428	0	1,480999
470,4	-0,311927	0	150	153,012207	0	1,480999
470,416667	-0,310232	0	150	153,013733	0	1,480999
470,433333	-0,309949	0	150	153,013428	0	1,480999
470,45	-0,309879	0	150	153,013733	0	1,480999
470,466667	-0,31002	0	150	153,014343	0	1,480999
470,483333	-0,309172	0	150	153,013428	0	1,480999
470,5	-0,308466	0	150	153,013123	0	1,480999
470,516667	-0,308466	0	150	153,012817	0	1,480999
470,533333	-0,308819	0	150	153,012817	0	1,480999
470,55	-0,308607	0	150	153,011276	0	1,480999
470,566667	-0,309172	0	150	153,013123	0	1,480999
470,583333	-0,308961	0	150	153,014038	0	1,480999
470,6	-0,30889	0	150	153,01619	0	1,480999
470,616667	-0,309737	0	150	153,014343	0	1,480999
470,633333	-0,310938	0	150	153,01619	0	1,480999
470,65	-0,311432	0	150	153,015259	0	1,480999
470,666667	-0,310938	0	150	153,014954	0	1,480999
